w_word1,w_word2,w_corrAns,w_category,word1,word2,corrAns,category,w_hword1,w_hword2,w_hcorrAns,w_hcategory,hword1,hword2,hcorrAns,hcategory,enwarmuptrials.thisRepN,enwarmuptrials.thisTrialN,enwarmuptrials.thisN,enwarmuptrials.thisIndex,en_trials.thisRepN,en_trials.thisTrialN,en_trials.thisN,en_trials.thisIndex,hiwarmuptrials.thisRepN,hiwarmuptrials.thisTrialN,hiwarmuptrials.thisN,hiwarmuptrials.thisIndex,hi_trials.thisRepN,hi_trials.thisTrialN,hi_trials.thisN,hi_trials.thisIndex,eninstrstim.started,eninstrstim.stopped,enkbinstr.keys,enkbinstr.corr,enkbinstr.rt,enkbinstr.started,enkbinstr.stopped,enwarmupw1.started,enwarmupw1.stopped,enwarmupw2.started,enwarmupw2.stopped,enwarmupkb.keys,enwarmupkb.corr,enwarmupkb.rt,enwarmupkb.started,enwarmupkb.stopped,restresp.keys,restresp.started,restresp.stopped,startexpprompt.started,startexpprompt.stopped,startexpkbresp.keys,startexpkbresp.rt,startexpkbresp.started,startexpkbresp.stopped,entrialw1.started,entrialw1.stopped,entrialw2.started,entrialw2.stopped,enkbresp.keys,enkbresp.corr,enkbresp.rt,enkbresp.started,enkbresp.stopped,hiinstrstim.started,hiinstrstim.stopped,hikbinstr.keys,hikbinstr.corr,hikbinstr.rt,hikbinstr.started,hikbinstr.stopped,hiwarmupw1.started,hiwarmupw1.stopped,hiwarmupw2.started,hiwarmupw2.stopped,hiwarmupkb.keys,hiwarmupkb.corr,hiwarmupkb.rt,hiwarmupkb.started,hiwarmupkb.stopped,hitrialw1.started,hitrialw1.stopped,hitrialw2.started,hitrialw2.stopped,hikbresp.keys,hikbresp.corr,hikbresp.rt,hikbresp.started,hikbresp.stopped,hiskill.text,hiskill.started,hiskill.stopped,hirespskill.keys,hirespskill.rt,hirespskill.started,hirespskill.stopped,enskill_2.text,enskill_2.started,enskill_2.stopped,enrespskill_2.keys,enrespskill_2.rt,enrespskill_2.started,enrespskill_2.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,corpse,bigan,left,5,,,,,,,,,,,,,1,50,130,64,,,,,,,,,,,,,,,,,,,,,,,,,None,245.1849946680013,None,,,,,,,242.8904155550117,None,242.8904155550117,None,right,0,2.2931238540040795,242.8904155550117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,mustache,beard,right,1,,,,,,,,,,,,,1,51,131,6,,,,,,,,,,,,,,,,,,,,,,,,,None,246.6677066100092,None,,,,,,,245.68840869500127,None,245.68840869500127,None,right,1,0.9778726160002407,245.68840869500127,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,tumor,cancer,right,1,,,,,,,,,,,,,1,52,132,14,,,,,,,,,,,,,,,,,,,,,,,,,None,247.76992311100184,None,,,,,,,247.17160965900985,None,247.17160965900985,None,right,1,0.5967821910016937,247.17160965900985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,perform,average,right,2,,,,,,,,,,,,,1,53,133,23,,,,,,,,,,,,,,,,,,,,,,,,,None,248.95916648001003,None,,,,,,,248.27354872200522,None,248.27354872200522,None,right,1,0.6841638819896616,248.27354872200522,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,poldcemps,uccipt,left,3,,,,,,,,,,,,,1,54,134,40,,,,,,,,,,,,,,,,,,,,,,,,,None,250.1297625540028,None,,,,,,,249.46280466701137,None,249.46280466701137,None,left,1,0.6655241400003433,249.46280466701137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,anteater,belt,right,2,,,,,,,,,,,,,1,55,135,33,,,,,,,,,,,,,,,,,,,,,,,,,None,251.6942088450014,None,,,,,,,250.63329566200264,None,250.63329566200264,None,right,1,1.0594697699998505,250.63329566200264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,kitchen,cook,right,1,,,,,,,,,,,,,1,56,136,17,,,,,,,,,,,,,,,,,,,,,,,,,None,252.87620536801114,None,,,,,,,252.19754565801122,None,252.19754565801122,None,right,1,0.6771919629973127,252.19754565801122,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,awbxenems,belvem,left,3,,,,,,,,,,,,,1,57,137,50,,,,,,,,,,,,,,,,,,,,,,,,,None,254.01832882300369,None,,,,,,,253.37925756000914,None,253.37925756000914,None,left,1,0.6376447020011256,253.37925756000914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,ucter,arks,left,3,,,,,,,,,,,,,1,58,138,46,,,,,,,,,,,,,,,,,,,,,,,,,None,255.26143878001312,None,,,,,,,254.52161481700023,None,254.52161481700023,None,left,1,0.7383587700023782,254.52161481700023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,antidote,averake,left,5,,,,,,,,,,,,,1,59,139,58,,,,,,,,,,,,,,,,,,,,,,,,,None,256.4039966180135,None,,,,,,,255.76506047300063,None,255.76506047300063,None,left,1,0.6374893199972576,255.76506047300063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,rug,carpet,right,1,,,,,,,,,,,,,1,60,140,15,,,,,,,,,,,,,,,,,,,,,,,,,None,257.64322473500215,None,,,,,,,256.90734652700485,None,256.90734652700485,None,right,1,0.7344450599921402,256.90734652700485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,imhge,eyes,left,4,,,,,,,,,,,,,1,61,141,75,,,,,,,,,,,,,,,,,,,,,,,,,None,258.9840685950039,None,,,,,,,258.14629705900734,None,258.14629705900734,None,left,1,0.8363394519983558,258.14629705900734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,valuabzr,additkos,left,3,,,,,,,,,,,,,1,62,142,42,,,,,,,,,,,,,,,,,,,,,,,,,None,260.06799974701426,None,,,,,,,259.48754573501355,None,259.48754573501355,None,left,1,0.5790139610035112,259.48754573501355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,perigrm,unswir,left,3,,,,,,,,,,,,,1,63,143,45,,,,,,,,,,,,,,,,,,,,,,,,,None,261.17682752800465,None,,,,,,,260.57112164499995,None,260.57112164499995,None,left,1,0.6042895749997115,260.57112164499995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,invent,ceok,left,5,,,,,,,,,,,,,1,64,144,53,,,,,,,,,,,,,,,,,,,,,,,,,None,262.25609654100845,None,,,,,,,261.68052670700126,None,261.68052670700126,None,left,1,0.5741353310004342,261.68052670700126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,disbelieve,believe,right,1,,,,,,,,,,,,,1,65,145,8,,,,,,,,,,,,,,,,,,,,,,,,,None,263.40508667701215,None,,,,,,,262.759663697012,None,262.759663697012,None,right,1,0.643985974995303,262.759663697012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,cowtnet,freedom,left,4,,,,,,,,,,,,,1,66,146,69,,,,,,,,,,,,,,,,,,,,,,,,,None,265.2130995970074,None,,,,,,,263.9086768480047,None,263.9086768480047,None,left,1,1.3029952939978102,263.9086768480047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,buws,decide,left,4,,,,,,,,,,,,,1,67,147,73,,,,,,,,,,,,,,,,,,,,,,,,,None,267.05185257700214,None,,,,,,,265.71654869600025,None,265.71654869600025,None,left,1,1.333872203991632,265.71654869600025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,adventure,bnat,left,5,,,,,,,,,,,,,1,68,148,62,,,,,,,,,,,,,,,,,,,,,,,,,None,268.26048479600286,None,,,,,,,267.5549576070043,None,267.5549576070043,None,left,1,0.7040679130004719,267.5549576070043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,bow,arrow,right,1,,,,,,,,,,,,,1,69,149,5,,,,,,,,,,,,,,,,,,,,,,,,,None,269.4382589920133,None,,,,,,,268.76361814601114,None,268.76361814601114,None,right,1,0.673209765998763,268.76361814601114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,dasewn,ufraca,left,3,,,,,,,,,,,,,1,70,150,43,,,,,,,,,,,,,,,,,,,,,,,,,None,270.5619856370031,None,,,,,,,269.9421094890131,None,269.9421094890131,None,left,1,0.6184466080012498,269.9421094890131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,sister,brother,right,1,,,,,,,,,,,,,1,71,151,13,,,,,,,,,,,,,,,,,,,,,,,,,None,271.73056068000733,None,,,,,,,271.0655877810059,None,271.0655877810059,None,right,1,0.6635377010097727,271.0655877810059,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,policeman,cop,right,1,,,,,,,,,,,,,1,72,152,18,,,,,,,,,,,,,,,,,,,,,,,,,None,272.94128881400684,None,,,,,,,272.2337226510135,None,272.2337226510135,None,right,1,0.7061188930092612,272.2337226510135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,udvirb,prew,left,3,,,,,,,,,,,,,1,73,153,47,,,,,,,,,,,,,,,,,,,,,,,,,None,274.22736189900024,None,,,,,,,273.4449140860088,None,273.4449140860088,None,left,1,0.7809904349996941,273.4449140860088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,octopus,arms,right,1,,,,,,,,,,,,,1,74,154,4,,,,,,,,,,,,,,,,,,,,,,,,,None,275.48907468000834,None,,,,,,,274.7308737820131,None,274.7308737820131,None,right,1,0.7567713139869738,274.7308737820131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,fury,beginner,right,2,,,,,,,,,,,,,1,75,155,32,,,,,,,,,,,,,,,,,,,,,,,,,None,276.81292246401426,None,,,,,,,275.99258484100574,None,275.99258484100574,None,right,1,0.818737779991352,275.99258484100574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,disown,atom,right,2,,,,,,,,,,,,,1,76,156,21,,,,,,,,,,,,,,,,,,,,,,,,,None,277.9747727030044,None,,,,,,,277.3163517990033,None,277.3163517990033,None,right,1,0.6569886020006379,277.3163517990033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,actress,actor,right,1,,,,,,,,,,,,,1,77,157,0,,,,,,,,,,,,,,,,,,,,,,,,,None,279.03917487501167,None,,,,,,,278.4787378740002,None,278.4787378740002,None,right,1,0.5589705000020331,278.4787378740002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,inventor,leab,left,5,,,,,,,,,,,,,1,78,158,54,,,,,,,,,,,,,,,,,,,,,,,,,None,280.4919696500001,None,,,,,,,279.54230326000834,None,279.54230326000834,None,right,0,0.9482034409884363,279.54230326000834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,disallow,beat,right,2,,,,,,,,,,,,,1,79,159,29,,,,,,,,,,,,,,,,,,,,,,,,,None,281.9504899090098,None,,,,,,,280.99528377401293,None,280.99528377401293,None,right,1,0.9537435520032886,280.99528377401293,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.451941642008,None,right,0,14.479800663000788,282.451941642008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,नेता,follower,right,6,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,None,297.94462097401265,None,,,,,,,,,,,,,,,,,,,,,,,296.96938369001145,None,296.96938369001145,None,right,1,0.9734112989972346,296.96938369001145,None,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,टराव,explanation,left,9,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,None,299.3094447730109,None,,,,,,,,,,,,,,,,,,,,,,,298.47353129301337,None,298.47353129301337,None,left,1,0.8343416209972929,298.47353129301337,None,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,भेंस,imhge,left,10,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,None,300.86928467301186,None,,,,,,,,,,,,,,,,,,,,,,,299.83603449800285,None,299.83603449800285,None,left,1,1.0318247100076405,299.83603449800285,None,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,मेंढक,deaf,right,7,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,None,302.57059867100907,None,,,,,,,,,,,,,,,,,,,,,,,301.4040087320027,None,301.4040087320027,None,right,1,1.1651541830069618,301.4040087320027,None,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,नता,babi,left,8,,,,,,,,,,,,,0,4,4,1,,,,,,,,,,,,,,,,,,,,,None,304.1574458360119,None,,,,,,,,,,,,,,,,,,,,,,,303.07414160300686,None,303.07414160300686,None,left,1,1.0818425899924478,303.07414160300686,None,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.65820721800264,None,right,0.9049685809877701,304.65820721800264,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,मैदान,blush,right,7,,,,,,,,,,,,,0,0,0,26,,,,,,,,,,,,,,,,,None,306.95573592300934,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.6017177920003,None,305.6017177920003,None,right,1,1.3519809319986962,305.6017177920003,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,असमल,beaufifsl,left,8,,,,,,,,,,,,,0,1,1,66,,,,,,,,,,,,,,,,,None,308.38659353500407,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.48494119501265,None,307.48494119501265,None,left,1,0.9002173420012696,307.48494119501265,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,अजमदा,uttac,left,8,,,,,,,,,,,,,0,2,2,62,,,,,,,,,,,,,,,,,None,309.80803751001076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.90286883700173,None,308.90286883700173,None,left,1,0.9037348049896536,308.90286883700173,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,केला,diary,right,7,,,,,,,,,,,,,0,3,3,37,,,,,,,,,,,,,,,,,None,311.452046868013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.3120039760106,None,310.3120039760106,None,right,1,1.1385446770000271,310.3120039760106,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,अनुबध,leab,left,8,,,,,,,,,,,,,0,4,4,59,,,,,,,,,,,,,,,,,None,313.5126937460009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.97846210200805,None,311.97846210200805,None,left,1,1.5327667669916991,311.97846210200805,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,बातचीत,busg,left,10,,,,,,,,,,,,,0,5,5,43,,,,,,,,,,,,,,,,,None,315.32125405801344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.03840977601067,None,314.03840977601067,None,left,1,1.281374511992908,314.03840977601067,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,वन,chaos,right,7,,,,,,,,,,,,,0,6,6,33,,,,,,,,,,,,,,,,,None,316.950098101006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.8246147620084,None,315.8246147620084,None,right,1,1.1240135300031397,315.8246147620084,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,भावना,employer,right,7,,,,,,,,,,,,,0,7,7,24,,,,,,,,,,,,,,,,,None,318.65021027800685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.45357690000674,None,317.45357690000674,None,right,1,1.1951402769918786,317.45357690000674,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,मगरम,hodker,left,8,,,,,,,,,,,,,0,8,8,54,,,,,,,,,,,,,,,,,None,320.3156635780033,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.1654806389997,None,319.1654806389997,None,left,1,1.1484771700052079,319.1654806389997,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,अभिनय,disbhvmeve,left,10,,,,,,,,,,,,,0,9,9,41,,,,,,,,,,,,,,,,,None,322.31142591001117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.8446785410051,None,320.8446785410051,None,left,1,1.4652852959989104,320.8446785410051,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,साल,age,right,6,,,,,,,,,,,,,0,10,10,0,,,,,,,,,,,,,,,,,None,323.9817659690016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.81443687700084,None,322.81443687700084,None,right,1,1.1658777989941882,322.81443687700084,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,लड़ाकू,boxer,right,6,,,,,,,,,,,,,0,11,11,9,,,,,,,,,,,,,,,,,None,325.63755272200797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.5004306700139,None,324.5004306700139,None,right,1,1.13563924698974,324.5004306700139,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,पागल,crazy,right,6,,,,,,,,,,,,,0,12,12,16,,,,,,,,,,,,,,,,,None,327.0033968670032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.1515284699999,None,326.1515284699999,None,right,1,0.8501432449993445,326.1515284699999,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,गणित,biology,right,6,,,,,,,,,,,,,0,13,13,6,,,,,,,,,,,,,,,,,None,330.2493145250046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.51896127501095,None,327.51896127501095,None,left,0,2.728890804006369,327.51896127501095,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,गहना,diamond,right,6,,,,,,,,,,,,,0,14,14,20,,,,,,,,,,,,,,,,,None,332.15809760900447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.7662628120015,None,330.7662628120015,None,right,1,1.3903576180018717,330.7662628120015,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,जापान,cheat,right,7,,,,,,,,,,,,,0,15,15,22,,,,,,,,,,,,,,,,,None,333.5350936920004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.66166175300896,None,332.66166175300896,None,right,1,0.8719526869972469,332.66166175300896,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,बहस,blaokbonvd,left,10,,,,,,,,,,,,,0,16,16,45,,,,,,,,,,,,,,,,,None,335.003904851008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.03894893200777,None,334.03894893200777,None,left,1,0.9634892110043438,334.03894893200777,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,परावान,valuable,left,9,,,,,,,,,,,,,0,17,17,79,,,,,,,,,,,,,,,,,None,338.0857346420089,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.50735781500407,None,335.50735781500407,None,left,1,2.576637190999463,335.50735781500407,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,वकी,averake,left,8,,,,,,,,,,,,,0,18,18,63,,,,,,,,,,,,,,,,,None,339.62419874200714,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.58913471200503,None,338.58913471200503,None,left,1,1.033595469998545,338.58913471200503,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,सच,copy,right,7,,,,,,,,,,,,,0,19,19,25,,,,,,,,,,,,,,,,,None,341.02882547600893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.12764481701015,None,340.12764481701015,None,right,1,0.8996992220054381,340.12764481701015,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,गहा,chulk,left,8,,,,,,,,,,,,,0,20,20,56,,,,,,,,,,,,,,,,,None,342.6379473690031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.53262379900843,None,341.53262379900843,None,left,1,1.1038476550020278,341.53262379900843,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,जोकर,eyes,right,7,,,,,,,,,,,,,0,21,21,38,,,,,,,,,,,,,,,,,None,344.1084888990008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.1525294120074,None,343.1525294120074,None,right,1,0.9544522390060592,343.1525294120074,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,खेती,dollars,right,7,,,,,,,,,,,,,0,22,22,21,,,,,,,,,,,,,,,,,None,345.86790493200533,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.62557014600316,None,344.62557014600316,None,right,1,1.2408664359973045,344.62557014600316,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,गायक,dancer,right,6,,,,,,,,,,,,,0,23,23,18,,,,,,,,,,,,,,,,,None,347.0748037130106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.37134283401247,None,346.37134283401247,None,right,1,0.7019784820004134,346.37134283401247,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,टराव,tumor,left,9,,,,,,,,,,,,,0,24,24,68,,,,,,,,,,,,,,,,,None,348.3590719190106,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.5782763430034,None,347.5782763430034,None,left,1,0.7792968659923645,347.5782763430034,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
,,,,,,,,,,,,फूल,suggeyf,left,10,,,,,,,,,,,,,0,25,25,53,,,,,,,,,,,,,,,,,None,349.8745138400118,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.8762783860002,None,348.8762783860002,None,left,1,0.9967673779901816,348.8762783860002,None,,,,,,,,,,,,,,,5,26,f,2021_Apr_09_2041,ldt_en_hi,2021.1.3,1420.7181065252626,
