w_word1,w_word2,w_corrAns,w_category,word1,word2,corrAns,category,w_hword1,w_hword2,w_hcorrAns,w_hcategory,hword1,hword2,hcorrAns,hcategory,enwarmuptrials.thisRepN,enwarmuptrials.thisTrialN,enwarmuptrials.thisN,enwarmuptrials.thisIndex,en_trials.thisRepN,en_trials.thisTrialN,en_trials.thisN,en_trials.thisIndex,hiwarmuptrials.thisRepN,hiwarmuptrials.thisTrialN,hiwarmuptrials.thisN,hiwarmuptrials.thisIndex,hi_trials.thisRepN,hi_trials.thisTrialN,hi_trials.thisN,hi_trials.thisIndex,eninstrstim.started,eninstrstim.stopped,enkbinstr.keys,enkbinstr.corr,enkbinstr.rt,enkbinstr.started,enkbinstr.stopped,enwarmupw1.started,enwarmupw1.stopped,enwarmupw2.started,enwarmupw2.stopped,enwarmupkb.keys,enwarmupkb.corr,enwarmupkb.rt,enwarmupkb.started,enwarmupkb.stopped,restresp.keys,restresp.started,restresp.stopped,startexpprompt.started,startexpprompt.stopped,startexpkbresp.keys,startexpkbresp.rt,startexpkbresp.started,startexpkbresp.stopped,entrialw1.started,entrialw1.stopped,entrialw2.started,entrialw2.stopped,enkbresp.keys,enkbresp.corr,enkbresp.rt,enkbresp.started,enkbresp.stopped,hiinstrstim.started,hiinstrstim.stopped,hikbinstr.keys,hikbinstr.corr,hikbinstr.rt,hikbinstr.started,hikbinstr.stopped,hiwarmupw1.started,hiwarmupw1.stopped,hiwarmupw2.started,hiwarmupw2.stopped,hiwarmupkb.keys,hiwarmupkb.corr,hiwarmupkb.rt,hiwarmupkb.started,hiwarmupkb.stopped,hitrialw1.started,hitrialw1.stopped,hitrialw2.started,hitrialw2.stopped,hikbresp.keys,hikbresp.corr,hikbresp.rt,hikbresp.started,hikbresp.stopped,hiskill.text,hiskill.started,hiskill.stopped,hirespskill.keys,hirespskill.rt,hirespskill.started,hirespskill.stopped,enskill_2.text,enskill_2.started,enskill_2.stopped,enrespskill_2.keys,enrespskill_2.rt,enrespskill_2.started,enrespskill_2.stopped,thankstext.started,thankstext.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,uneven,dival,left,5,,,,,,,,,,,,,0,2,2,55,,,,,,,,,,,,,,,,,,,,,,,,,None,69.15675867800019,None,,,,,,,66.24214271100936,None,66.24214271100936,None,left,1,2.913272264995612,66.24214271100936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,adorable,bckpwck,left,5,,,,,,,,,,,,,0,3,3,59,,,,,,,,,,,,,,,,,,,,,,,,,None,72.38565279899922,None,,,,,,,69.65990977000911,None,69.65990977000911,None,left,1,2.7241483359975973,69.65990977000911,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,inquire,blush,right,2,,,,,,,,,,,,,0,4,4,39,,,,,,,,,,,,,,,,,,,,,,,,,None,75.5655636080046,None,,,,,,,72.89792835600383,None,72.89792835600383,None,right,1,2.666316774004372,72.89792835600383,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,capmpiwity,nney,left,3,,,,,,,,,,,,,0,5,5,44,,,,,,,,,,,,,,,,,,,,,,,,,None,79.2614448020031,None,,,,,,,76.06850283499807,None,76.06850283499807,None,left,1,3.191601868995349,76.06850283499807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,antidote,averake,left,5,,,,,,,,,,,,,0,6,6,58,,,,,,,,,,,,,,,,,,,,,,,,,None,81.8570300660067,None,,,,,,,79.76413695199881,None,79.76413695199881,None,left,1,2.0915562529989984,79.76413695199881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,inventor,leab,left,5,,,,,,,,,,,,,0,7,7,54,,,,,,,,,,,,,,,,,,,,,,,,,None,84.7361780150095,None,,,,,,,82.36012506199768,None,82.36012506199768,None,left,1,2.374694971993449,82.36012506199768,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,frugtry,cheat,left,4,,,,,,,,,,,,,0,8,8,70,,,,,,,,,,,,,,,,,,,,,,,,,None,92.68524780300504,None,,,,,,,85.23924280800566,None,85.23924280800566,None,left,1,7.444549522988382,85.23924280800566,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,entertain,begin,right,2,,,,,,,,,,,,,0,9,9,31,,,,,,,,,,,,,,,,,,,,,,,,,None,94.74040081900603,None,,,,,,,93.18869611700939,None,93.18869611700939,None,right,1,1.5503209410089767,93.18869611700939,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,exdlavstion,cloth,left,4,,,,,,,,,,,,,0,10,10,71,,,,,,,,,,,,,,,,,,,,,,,,,None,98.03283187499619,None,,,,,,,95.24344296600611,None,95.24344296600611,None,left,1,2.788033444987377,95.24344296600611,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,contreqt,bcer,left,3,,,,,,,,,,,,,0,11,11,49,,,,,,,,,,,,,,,,,,,,,,,,,None,100.20333181400201,None,,,,,,,98.53581508999923,None,98.53581508999923,None,left,1,1.6661474920110777,98.53581508999923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,disown,atom,right,2,,,,,,,,,,,,,0,12,12,21,,,,,,,,,,,,,,,,,,,,,,,,,None,103.0473340430035,None,,,,,,,100.70665747900784,None,100.70665747900784,None,right,1,2.33930912600772,100.70665747900784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,valuabzr,additkos,left,3,,,,,,,,,,,,,0,13,13,42,,,,,,,,,,,,,,,,,,,,,,,,,None,106.5512111220014,None,,,,,,,103.55687119500362,None,103.55687119500362,None,left,1,2.9929442439897684,103.55687119500362,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,displfow,pcycce,left,3,,,,,,,,,,,,,0,14,14,51,,,,,,,,,,,,,,,,,,,,,,,,,None,111.38218811700062,None,,,,,,,107.05418899100914,None,107.05418899100914,None,left,1,4.326613616998657,107.05418899100914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,policeman,cop,right,1,,,,,,,,,,,,,0,15,15,18,,,,,,,,,,,,,,,,,,,,,,,,,None,113.87770522500796,None,,,,,,,111.88558620400727,None,111.88558620400727,None,right,1,1.9907386179984314,111.88558620400727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,mug,beer,right,1,,,,,,,,,,,,,0,16,16,7,,,,,,,,,,,,,,,,,,,,,,,,,None,115.6203969729977,None,,,,,,,114.38067103399953,None,114.38067103399953,None,right,1,1.238344715005951,114.38067103399953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,valuable,devil,right,2,,,,,,,,,,,,,0,17,17,20,,,,,,,,,,,,,,,,,,,,,,,,,None,120.08873803600727,None,,,,,,,116.12377790300525,None,116.12377790300525,None,right,1,3.9635545239871135,116.12377790300525,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,anteater,belt,right,2,,,,,,,,,,,,,0,18,18,33,,,,,,,,,,,,,,,,,,,,,,,,,None,122.57916608300002,None,,,,,,,120.59178196299763,None,120.59178196299763,None,left,0,1.9859882699965965,120.59178196299763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,udvirb,prew,left,3,,,,,,,,,,,,,0,19,19,47,,,,,,,,,,,,,,,,,,,,,,,,,None,125.04855906999728,None,,,,,,,123.08276144800766,None,123.08276144800766,None,left,1,1.9644231319980463,123.08276144800766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,poldcemps,uccipt,left,3,,,,,,,,,,,,,0,20,20,40,,,,,,,,,,,,,,,,,,,,,,,,,None,130.29581901700294,None,,,,,,,125.55180310500145,None,125.55180310500145,None,left,1,4.742617007010267,125.55180310500145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,awareness,base,right,2,,,,,,,,,,,,,0,21,21,28,,,,,,,,,,,,,,,,,,,,,,,,,None,133.19995713800017,None,,,,,,,130.79916212499666,None,130.79916212499666,None,right,1,2.399414062005235,130.79916212499666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,capability,attic,right,2,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,None,137.38078917800158,None,,,,,,,133.70365450500685,None,133.70365450500685,None,right,1,3.675723836000543,133.70365450500685,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,quantyta,berid,left,3,,,,,,,,,,,,,0,23,23,52,,,,,,,,,,,,,,,,,,,,,,,,,None,139.323369300997,None,,,,,,,137.88403026100423,None,137.88403026100423,None,left,1,1.437905614002375,137.88403026100423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,actress,actor,right,1,,,,,,,,,,,,,0,24,24,0,,,,,,,,,,,,,,,,,,,,,,,,,None,141.39850439199654,None,,,,,,,139.82684043599875,None,139.82684043599875,None,right,1,1.5702512000134448,139.82684043599875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,explanation,answer,right,1,,,,,,,,,,,,,0,25,25,3,,,,,,,,,,,,,,,,,,,,,,,,,None,143.4165623680019,None,,,,,,,141.90197747900675,None,141.90197747900675,None,right,1,1.5131299019994913,141.90197747900675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,disbhvmeve,destroy,left,4,,,,,,,,,,,,,0,26,26,76,,,,,,,,,,,,,,,,,,,,,,,,,None,145.86313760399935,None,,,,,,,143.920188271004,None,143.920188271004,None,left,1,1.9408400660031475,143.920188271004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,mabapine,environment,left,4,,,,,,,,,,,,,0,27,27,77,,,,,,,,,,,,,,,,,,,,,,,,,None,149.68674364700564,None,,,,,,,146.3691660540062,None,146.3691660540062,None,left,1,3.3161380469973665,146.3691660540062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,buws,decide,left,4,,,,,,,,,,,,,0,28,28,73,,,,,,,,,,,,,,,,,,,,,,,,,None,152.26437021500897,None,,,,,,,150.189825139998,None,150.189825139998,None,left,1,2.073132257995894,150.189825139998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,awbxenems,belvem,left,3,,,,,,,,,,,,,0,29,29,50,,,,,,,,,,,,,,,,,,,,,,,,,None,154.25280210199708,None,,,,,,,152.76797230400553,None,152.76797230400553,None,left,1,1.4834435090015177,152.76797230400553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,bow,arrow,right,1,,,,,,,,,,,,,0,30,30,5,,,,,,,,,,,,,,,,,,,,,,,,,None,156.1435633479996,None,,,,,,,154.75575102500443,None,154.75575102500443,None,right,1,1.3863714850012911,154.75575102500443,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,magazine,book,right,1,,,,,,,,,,,,,0,31,31,10,,,,,,,,,,,,,,,,,,,,,,,,,None,157.66712132800603,None,,,,,,,156.64694331400096,None,156.64694331400096,None,right,1,1.0187464780028677,156.64694331400096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,suggeyf,biurd,left,3,,,,,,,,,,,,,0,32,32,48,,,,,,,,,,,,,,,,,,,,,,,,,None,159.60496691400476,None,,,,,,,158.17044148199784,None,158.17044148199784,None,left,1,1.4328974459931487,158.17044148199784,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,sister,brother,right,1,,,,,,,,,,,,,0,33,33,13,,,,,,,,,,,,,,,,,,,,,,,,,None,162.1202021390054,None,,,,,,,160.1083745920041,None,160.1083745920041,None,right,1,2.010359760999563,160.1083745920041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,cowtnet,freedom,left,4,,,,,,,,,,,,,0,34,34,69,,,,,,,,,,,,,,,,,,,,,,,,,None,163.91241122300562,None,,,,,,,162.623874256009,None,162.623874256009,None,left,1,1.2871305229928112,162.623874256009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,disallow,beat,right,2,,,,,,,,,,,,,0,35,35,29,,,,,,,,,,,,,,,,,,,,,,,,,None,166.8165542689967,None,,,,,,,164.4156523690035,None,164.4156523690035,None,right,1,2.399481658008881,164.4156523690035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,cauliflower,broccoli,right,1,,,,,,,,,,,,,0,36,36,12,,,,,,,,,,,,,,,,,,,,,,,,,None,168.8005676920002,None,,,,,,,167.3203584060102,None,167.3203584060102,None,right,1,1.478762660000939,167.3203584060102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,ocbohus,bitch,left,4,,,,,,,,,,,,,0,37,37,72,,,,,,,,,,,,,,,,,,,,,,,,,None,170.80246564700792,None,,,,,,,169.30369247500494,None,169.30369247500494,None,left,1,1.497356891995878,169.30369247500494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,snuggle,atnton,left,5,,,,,,,,,,,,,0,38,38,56,,,,,,,,,,,,,,,,,,,,,,,,,None,174.41422905400395,None,,,,,,,171.3055964110099,None,171.3055964110099,None,left,1,3.1071755129960366,171.3055964110099,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,perigrm,unswir,left,3,,,,,,,,,,,,,0,39,39,45,,,,,,,,,,,,,,,,,,,,,,,,,None,177.8590841999976,None,,,,,,,174.91729136400681,None,174.91729136400681,None,left,1,2.9402958400023635,174.91729136400681,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,data,beaufifsl,left,5,,,,,,,,,,,,,0,40,40,63,,,,,,,,,,,,,,,,,,,,,,,,,None,180.619685165002,None,,,,,,,178.3623079109966,None,178.3623079109966,None,left,1,2.2559656859957613,178.3623079109966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,disbelieve,believe,right,1,,,,,,,,,,,,,0,41,41,8,,,,,,,,,,,,,,,,,,,,,,,,,None,184.77583913700073,None,,,,,,,181.1230543230049,None,181.1230543230049,None,right,1,3.651342377997935,181.1230543230049,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,busy,bored,right,1,,,,,,,,,,,,,0,42,42,11,,,,,,,,,,,,,,,,,,,,,,,,,None,188.50748831199598,None,,,,,,,185.27909829300188,None,185.27909829300188,None,right,1,3.2269688969972776,185.27909829300188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,aczreis,duty,left,4,,,,,,,,,,,,,0,43,43,67,,,,,,,,,,,,,,,,,,,,,,,,,None,190.72471564699663,None,,,,,,,189.01079370299703,None,189.01079370299703,None,left,1,1.7124351629900048,189.01079370299703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,dasewn,ufraca,left,3,,,,,,,,,,,,,0,44,44,43,,,,,,,,,,,,,,,,,,,,,,,,,None,194.57103328099765,None,,,,,,,191.22787142000743,None,191.22787142000743,None,left,1,3.341730471001938,191.22787142000743,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,ucter,arks,left,3,,,,,,,,,,,,,0,45,45,46,,,,,,,,,,,,,,,,,,,,,,,,,None,197.2061482470017,None,,,,,,,195.0741103860055,None,195.0741103860055,None,left,1,2.1306136880011763,195.0741103860055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,saucer,uttac,left,5,,,,,,,,,,,,,0,46,46,57,,,,,,,,,,,,,,,,,,,,,,,,,None,199.39869992400054,None,,,,,,,197.7092493079981,None,197.7092493079981,None,left,1,1.6880076829984318,197.7092493079981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,continent,africa,right,1,,,,,,,,,,,,,0,47,47,2,,,,,,,,,,,,,,,,,,,,,,,,,None,200.96918617699703,None,,,,,,,199.90177041800052,None,199.90177041800052,None,right,1,1.0659985469974345,199.90177041800052,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,subtraction,addition,right,1,,,,,,,,,,,,,0,48,48,1,,,,,,,,,,,,,,,,,,,,,,,,,None,203.03515951000736,None,,,,,,,201.47234932299762,None,201.47234932299762,None,right,1,1.5613478809973458,201.47234932299762,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
,,,,octopus,arms,right,1,,,,,,,,,,,,,0,49,49,4,,,,,,,,,,,,,,,,,,,,,,,,,None,207.42859505600063,None,,,,,,,203.53903937900031,None,203.53903937900031,None,right,1,3.888071271008812,203.53903937900031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,m,2021_Apr_09_1727,ldt_en_hi,2021.1.3,1445.3039177702797,
