w_word1,w_word2,w_corrAns,w_category,word1,word2,corrAns,category,w_hword1,w_hword2,w_hcorrAns,w_hcategory,hword1,hword2,hcorrAns,hcategory,enwarmuptrials.thisRepN,enwarmuptrials.thisTrialN,enwarmuptrials.thisN,enwarmuptrials.thisIndex,en_trials.thisRepN,en_trials.thisTrialN,en_trials.thisN,en_trials.thisIndex,hiwarmuptrials.thisRepN,hiwarmuptrials.thisTrialN,hiwarmuptrials.thisN,hiwarmuptrials.thisIndex,hi_trials.thisRepN,hi_trials.thisTrialN,hi_trials.thisN,hi_trials.thisIndex,eninstrstim.started,eninstrstim.stopped,enkbinstr.keys,enkbinstr.corr,enkbinstr.rt,enkbinstr.started,enkbinstr.stopped,enwarmupw1.started,enwarmupw1.stopped,enwarmupw2.started,enwarmupw2.stopped,enwarmupkb.keys,enwarmupkb.corr,enwarmupkb.rt,enwarmupkb.started,enwarmupkb.stopped,restresp.keys,restresp.started,restresp.stopped,startexpprompt.started,startexpprompt.stopped,startexpkbresp.keys,startexpkbresp.rt,startexpkbresp.started,startexpkbresp.stopped,entrialw1.started,entrialw1.stopped,entrialw2.started,entrialw2.stopped,enkbresp.keys,enkbresp.corr,enkbresp.rt,enkbresp.started,enkbresp.stopped,hiinstrstim.started,hiinstrstim.stopped,hikbinstr.keys,hikbinstr.corr,hikbinstr.rt,hikbinstr.started,hikbinstr.stopped,hiwarmupw1.started,hiwarmupw1.stopped,hiwarmupw2.started,hiwarmupw2.stopped,hiwarmupkb.keys,hiwarmupkb.corr,hiwarmupkb.rt,hiwarmupkb.started,hiwarmupkb.stopped,hitrialw1.started,hitrialw1.stopped,hitrialw2.started,hitrialw2.stopped,hikbresp.keys,hikbresp.corr,hikbresp.rt,hikbresp.started,hikbresp.stopped,restresp.rt,hiskill.text,hiskill.started,hiskill.stopped,hirespskill.keys,hirespskill.rt,hirespskill.started,hirespskill.stopped,enskill_2.text,enskill_2.started,enskill_2.stopped,enrespskill_2.keys,enrespskill_2.rt,enrespskill_2.started,enrespskill_2.stopped,thankstext.started,thankstext.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,सलाह,mabapine,left,10,,,,,,,,,,,,,0,40,40,42,,,,,,,,,,,,,,,,,None,541.2383280840004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0289048340055,None,538.0289048340055,None,left,1,3.2078391750110313,538.0289048340055,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,पैसे,cash,right,6,,,,,,,,,,,,,0,41,41,12,,,,,,,,,,,,,,,,,None,542.7792899170017,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.7474386500107,None,541.7474386500107,None,right,1,1.0301664159924258,541.7474386500107,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,घर,blow,right,7,,,,,,,,,,,,,0,42,42,28,,,,,,,,,,,,,,,,,None,544.4532493160077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.2948661140108,None,543.2948661140108,None,right,1,1.156797222996829,543.2948661140108,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,हानि,deaf,right,7,,,,,,,,,,,,,0,43,43,39,,,,,,,,,,,,,,,,,None,545.8484220820101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.9567254180001,None,544.9567254180001,None,left,0,0.8898376240103971,544.9567254180001,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,वन,chaos,right,7,,,,,,,,,,,,,0,44,44,33,,,,,,,,,,,,,,,,,None,547.4851854950102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.352582544001,None,546.352582544001,None,right,1,1.1310053290071664,546.352582544001,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,कंबल,poldcemps,left,10,,,,,,,,,,,,,0,45,45,46,,,,,,,,,,,,,,,,,None,549.6970379800041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.9892154760018,None,547.9892154760018,None,left,1,1.7062428150093183,547.9892154760018,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,पागल,crazy,right,6,,,,,,,,,,,,,0,46,46,16,,,,,,,,,,,,,,,,,None,551.0716049790062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.2007604820101,None,550.2007604820101,None,right,1,0.8692403349996312,550.2007604820101,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,भीड़,crowd,right,6,,,,,,,,,,,,,0,47,47,17,,,,,,,,,,,,,,,,,None,552.8157977090013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.5753463779984,None,551.5753463779984,None,right,1,1.2388473989994964,551.5753463779984,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,यूोप,builde,left,8,,,,,,,,,,,,,0,48,48,55,,,,,,,,,,,,,,,,,None,554.4687230630079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.3321643570089,None,553.3321643570089,None,left,1,1.1349385459907353,553.3321643570089,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,बातचीत,busg,left,10,,,,,,,,,,,,,0,49,49,43,,,,,,,,,,,,,,,,,None,555.7448937120062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.97246133101,None,554.97246133101,None,right,0,0.7708163719944423,554.97246133101,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,फूल,suggeyf,left,10,,,,,,,,,,,,,0,50,50,53,,,,,,,,,,,,,,,,,None,557.3375580150023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.2635753700015,None,556.2635753700015,None,left,1,1.072357181008556,556.2635753700015,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गुफा,perigrm,left,10,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,None,560.0616102330096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.841412171998,None,557.841412171998,None,left,1,2.218572485013283,557.841412171998,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,बाइन,atnton,left,8,,,,,,,,,,,,,0,52,52,61,,,,,,,,,,,,,,,,,None,561.7366854940046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560.5778284960106,None,560.5778284960106,None,left,1,1.1569810669898288,560.5778284960106,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अभिनय,disbhvmeve,left,10,,,,,,,,,,,,,0,53,53,41,,,,,,,,,,,,,,,,,None,563.4057730070053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.2404427790025,None,562.2404427790025,None,left,1,1.1634992140025133,562.2404427790025,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अजमदा,tricycle,left,9,,,,,,,,,,,,,0,54,54,72,,,,,,,,,,,,,,,,,None,568.6387220860051,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.9098257560108,None,563.9098257560108,None,left,1,4.727270088013029,563.9098257560108,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,संट,kitchen,left,9,,,,,,,,,,,,,0,55,55,76,,,,,,,,,,,,,,,,,None,570.9518473030039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.1427661740017,None,569.1427661740017,None,right,0,1.8074636969977291,569.1427661740017,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सावधान,capmpiwity,left,10,,,,,,,,,,,,,0,56,56,50,,,,,,,,,,,,,,,,,None,572.6299082510086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.467936911009,None,571.467936911009,None,left,1,1.1603457999881357,571.467936911009,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,संट,subtraction,left,9,,,,,,,,,,,,,0,57,57,67,,,,,,,,,,,,,,,,,None,577.540793253007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.133477498006,None,573.133477498006,None,right,0,4.405711393992533,573.133477498006,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,तीर,bow,right,6,,,,,,,,,,,,,0,58,58,8,,,,,,,,,,,,,,,,,None,578.8964061620063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0444418410043,None,578.0444418410043,None,right,1,0.8502470050007105,578.0444418410043,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,टराव,lobster,left,9,,,,,,,,,,,,,0,59,59,78,,,,,,,,,,,,,,,,,None,580.9706970050029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.400320544999,None,579.400320544999,None,right,0,1.56873324199114,579.400320544999,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मगरम,hodker,left,8,,,,,,,,,,,,,0,60,60,54,,,,,,,,,,,,,,,,,None,583.7729254440055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.4742356380011,None,581.4742356380011,None,left,1,2.296829829007038,581.4742356380011,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मैदान,blush,right,7,,,,,,,,,,,,,0,61,61,26,,,,,,,,,,,,,,,,,None,585.5371226620045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.2763886480097,None,584.2763886480097,None,right,1,1.2591578630090225,584.2763886480097,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अजमदा,uttac,left,8,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,None,587.4378129690012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.0408644889976,None,586.0408644889976,None,left,1,1.3953292730002431,586.0408644889976,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सुंदरता,beast,right,6,,,,,,,,,,,,,0,63,63,5,,,,,,,,,,,,,,,,,None,589.0702191620076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.9418921140023,None,587.9418921140023,None,right,1,1.1267290510004386,587.9418921140023,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अनुबध,leab,left,8,,,,,,,,,,,,,0,64,64,59,,,,,,,,,,,,,,,,,None,591.1277560599992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.574464838006,None,589.574464838006,None,right,0,1.5516259799915133,589.574464838006,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मेंढक,doe,right,7,,,,,,,,,,,,,0,65,65,36,,,,,,,,,,,,,,,,,None,592.5500849200034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.6315960200009,None,591.6315960200009,None,right,1,0.9166877569950884,591.6315960200009,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,नल,ltbster,left,10,,,,,,,,,,,,,0,66,66,47,,,,,,,,,,,,,,,,,None,593.7585304399981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.0548986530048,None,593.0548986530048,None,right,0,0.7020300919975853,593.0548986530048,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,शहनाई,decay,right,7,,,,,,,,,,,,,0,67,67,30,,,,,,,,,,,,,,,,,None,596.5210692620021,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.277962764012,None,594.277962764012,None,right,1,2.2412263250007527,594.277962764012,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,कोमल,cure,right,7,,,,,,,,,,,,,0,68,68,34,,,,,,,,,,,,,,,,,None,597.6630360850104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.024811263007,None,597.024811263007,None,right,1,0.6364449750108179,597.024811263007,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अभिनय,calm,right,7,,,,,,,,,,,,,0,69,69,35,,,,,,,,,,,,,,,,,None,599.3985756000038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.1667173480091,None,598.1667173480091,None,right,1,1.2302482139930362,598.1667173480091,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,जोकर,eyes,right,7,,,,,,,,,,,,,0,70,70,38,,,,,,,,,,,,,,,,,None,600.747742713007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.9027473300084,None,599.9027473300084,None,right,1,0.8433883479883661,599.9027473300084,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,केल,cauliflower,left,9,,,,,,,,,,,,,0,71,71,73,,,,,,,,,,,,,,,,,None,601.9333470460115,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.2512553130073,None,601.2512553130073,None,right,0,0.6804370159952668,601.2512553130073,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सावधान,caklqblower,left,10,,,,,,,,,,,,,0,72,72,44,,,,,,,,,,,,,,,,,None,603.1280950530054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.4374347030098,None,602.4374347030098,None,right,0,0.6887759480014211,602.4374347030098,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,वकी,averake,left,8,,,,,,,,,,,,,0,73,73,63,,,,,,,,,,,,,,,,,None,605.1374975070066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.6314341690013,None,603.6314341690013,None,left,1,1.5044807869999204,603.6314341690013,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मगरम,bow,left,9,,,,,,,,,,,,,0,74,74,70,,,,,,,,,,,,,,,,,None,607.5218307970063,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605.6412913439999,None,605.6412913439999,None,left,1,1.8789571689994773,605.6412913439999,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,यूोप,mustache,left,9,,,,,,,,,,,,,0,75,75,71,,,,,,,,,,,,,,,,,None,611.2738587950007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.0257029409986,None,608.0257029409986,None,left,1,3.246529794007074,608.0257029409986,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,परावान,valuable,left,9,,,,,,,,,,,,,0,76,76,79,,,,,,,,,,,,,,,,,None,612.9185364660079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.7780486850097,None,611.7780486850097,None,right,0,1.1389041939983144,611.7780486850097,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,भावना,employer,right,7,,,,,,,,,,,,,0,77,77,24,,,,,,,,,,,,,,,,,None,614.1281515110022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.4220502420067,None,613.4220502420067,None,right,1,0.7044718519900925,613.4220502420067,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गणित,biology,right,6,,,,,,,,,,,,,0,78,78,6,,,,,,,,,,,,,,,,,None,615.8657460289978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614.646344933004,None,614.646344933004,None,right,1,1.2175529149972135,614.646344933004,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,खोज,expensive,right,7,,,,,,,,,,,,,0,79,79,29,,,,,,,,,,,,,,,,,None,617.3610089580034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616.3692167030094,None,616.3692167030094,None,right,1,0.9901564729952952,616.3692167030094,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,लड़की,baby,right,6,,,,,,,,,,,,,1,0,80,3,,,,,,,,,,,,,,,,,None,618.3531001980009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,617.8651352140005,None,617.8651352140005,None,right,1,0.48633899800188374,617.8651352140005,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,सुंदरता,beast,right,6,,,,,,,,,,,,,1,1,81,5,,,,,,,,,,,,,,,,,None,619.6394798620022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.8568077870004,None,618.8568077870004,None,right,1,0.7810406720091123,618.8568077870004,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गणित,biology,right,6,,,,,,,,,,,,,1,2,82,6,,,,,,,,,,,,,,,,,None,620.9112201130047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.1428867700015,None,620.1428867700015,None,right,1,0.7667552799975965,620.1428867700015,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मैदान,blush,right,7,,,,,,,,,,,,,1,3,83,26,,,,,,,,,,,,,,,,,None,622.0922118540038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.4147319920012,None,621.4147319920012,None,right,1,0.6758018819964491,621.4147319920012,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गेंद,bat,right,6,,,,,,,,,,,,,1,4,84,4,,,,,,,,,,,,,,,,,None,623.1399790290016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.5962193040032,None,622.5962193040032,None,right,1,0.5421102959953714,622.5962193040032,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,पतल,dival,left,8,,,,,,,,,,,,,1,5,85,60,,,,,,,,,,,,,,,,,None,624.4412823559978,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.6438468220003,None,623.6438468220003,None,right,0,0.7955495520000113,623.6438468220003,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गाय,valuabzr,left,10,,,,,,,,,,,,,1,6,86,48,,,,,,,,,,,,,,,,,None,626.1287687650038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.9454233680008,None,624.9454233680008,None,left,1,1.1814651879976736,624.9454233680008,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,खेती,dollars,right,7,,,,,,,,,,,,,1,7,87,21,,,,,,,,,,,,,,,,,None,627.6261700840114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.6329439560068,None,626.6329439560068,None,right,1,0.9915803839976434,626.6329439560068,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,बहस,blaokbonvd,left,10,,,,,,,,,,,,,1,8,88,45,,,,,,,,,,,,,,,,,None,628.9979534450104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.1297554530029,None,628.1297554530029,None,left,1,0.8665832819970092,628.1297554530029,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,पैसे,cash,right,6,,,,,,,,,,,,,1,9,89,12,,,,,,,,,,,,,,,,,None,630.1987471080065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.5022652309999,None,629.5022652309999,None,right,1,0.6949026639922522,629.5022652309999,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,मदान,gway,left,8,,,,,,,,,,,,,1,10,90,57,,,,,,,,,,,,,,,,,None,631.7366470880079,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.702325197999,None,630.702325197999,None,left,1,1.0327178620063933,630.702325197999,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,केल,cauliflower,left,9,,,,,,,,,,,,,1,11,91,73,,,,,,,,,,,,,,,,,None,633.295893211005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.2407022270054,None,632.2407022270054,None,right,0,1.0535696120059583,632.2407022270054,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,बाइन,atnton,left,8,,,,,,,,,,,,,1,12,92,61,,,,,,,,,,,,,,,,,None,635.1387687310053,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.799612777002,None,633.799612777002,None,left,1,1.3375190869992366,633.799612777002,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,रात,day,right,6,,,,,,,,,,,,,1,13,93,19,,,,,,,,,,,,,,,,,None,636.4724718030047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.6430670260015,None,635.6430670260015,None,right,1,0.8277677159931045,635.6430670260015,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अजमदा,tricycle,left,9,,,,,,,,,,,,,1,14,94,72,,,,,,,,,,,,,,,,,None,640.6284899530001,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.9765190540056,None,636.9765190540056,None,right,0,3.650278116008849,636.9765190540056,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,आतंकवादी,bomb,right,6,,,,,,,,,,,,,1,15,95,7,,,,,,,,,,,,,,,,,None,641.9476438790007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.1323653880099,None,641.1323653880099,None,right,1,0.8136870720045408,641.1323653880099,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,कोमल,cure,right,7,,,,,,,,,,,,,1,16,96,34,,,,,,,,,,,,,,,,,None,643.2277853640117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.45155487601,None,642.45155487601,None,right,1,0.774628108003526,642.45155487601,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,नेता,area,right,7,,,,,,,,,,,,,1,17,97,32,,,,,,,,,,,,,,,,,None,644.565965701011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.7315966890019,None,643.7315966890019,None,right,1,0.8327485100016929,643.7315966890019,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अनुबध,leab,left,8,,,,,,,,,,,,,1,18,98,59,,,,,,,,,,,,,,,,,None,645.8045087450009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0700329310057,None,645.0700329310057,None,right,0,0.7328462920122547,645.0700329310057,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,अभिनय,calm,right,7,,,,,,,,,,,,,1,19,99,35,,,,,,,,,,,,,,,,,None,647.1172349690023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.3081140560098,None,646.3081140560098,None,right,1,0.8072974450042238,646.3081140560098,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,गाजर,dasewn,left,10,,,,,,,,,,,,,1,20,100,49,,,,,,,,,,,,,,,,,None,648.3169523620018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.620719893006,None,647.620719893006,None,right,0,0.6946297090034932,647.620719893006,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,,,,,,,,,घर,blow,right,7,,,,,,,,,,,,,1,21,101,28,,,,,,,,,,,,,,,,,None,649.635854068998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.8210980800068,None,648.8210980800068,None,right,1,0.8128836679970846,648.8210980800068,None,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
