w_word1,w_word2,w_corrAns,w_category,word1,word2,corrAns,category,w_hword1,w_hword2,w_hcorrAns,w_hcategory,hword1,hword2,hcorrAns,hcategory,enwarmuptrials.thisRepN,enwarmuptrials.thisTrialN,enwarmuptrials.thisN,enwarmuptrials.thisIndex,en_trials.thisRepN,en_trials.thisTrialN,en_trials.thisN,en_trials.thisIndex,hiwarmuptrials.thisRepN,hiwarmuptrials.thisTrialN,hiwarmuptrials.thisN,hiwarmuptrials.thisIndex,hi_trials.thisRepN,hi_trials.thisTrialN,hi_trials.thisN,hi_trials.thisIndex,eninstrstim.started,eninstrstim.stopped,enkbinstr.keys,enkbinstr.corr,enkbinstr.rt,enkbinstr.started,enkbinstr.stopped,enwarmupw1.started,enwarmupw1.stopped,enwarmupw2.started,enwarmupw2.stopped,enwarmupkb.keys,enwarmupkb.corr,enwarmupkb.rt,enwarmupkb.started,enwarmupkb.stopped,restresp.keys,restresp.started,restresp.stopped,startexpprompt.started,startexpprompt.stopped,startexpkbresp.keys,startexpkbresp.rt,startexpkbresp.started,startexpkbresp.stopped,entrialw1.started,entrialw1.stopped,entrialw2.started,entrialw2.stopped,enkbresp.keys,enkbresp.corr,enkbresp.rt,enkbresp.started,enkbresp.stopped,hiinstrstim.started,hiinstrstim.stopped,hikbinstr.keys,hikbinstr.corr,hikbinstr.rt,hikbinstr.started,hikbinstr.stopped,hiwarmupw1.started,hiwarmupw1.stopped,hiwarmupw2.started,hiwarmupw2.stopped,hiwarmupkb.keys,hiwarmupkb.corr,hiwarmupkb.rt,hiwarmupkb.started,hiwarmupkb.stopped,hitrialw1.started,hitrialw1.stopped,hitrialw2.started,hitrialw2.stopped,hikbresp.keys,hikbresp.corr,hikbresp.rt,hikbresp.started,hikbresp.stopped,restresp.rt,hiskill.text,hiskill.started,hiskill.stopped,hirespskill.keys,hirespskill.rt,hirespskill.started,hirespskill.stopped,enskill_2.text,enskill_2.started,enskill_2.stopped,enrespskill_2.keys,enrespskill_2.rt,enrespskill_2.started,enrespskill_2.stopped,thankstext.started,thankstext.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,frugtry,cheat,left,4,,,,,,,,,,,,,1,3,83,70,,,,,,,,,,,,,,,,,,,,,,,,,None,298.02027117800026,None,,,,,,,297.351292464009,None,297.351292464009,None,right,0,0.6674222919973545,297.351292464009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,disallow,beat,right,2,,,,,,,,,,,,,1,4,84,29,,,,,,,,,,,,,,,,,,,,,,,,,None,299.32870273300796,None,,,,,,,298.52396033699915,None,298.52396033699915,None,right,1,0.8031945370021276,298.52396033699915,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,displfow,pcycce,left,3,,,,,,,,,,,,,1,5,85,51,,,,,,,,,,,,,,,,,,,,,,,,,None,300.63287138400483,None,,,,,,,299.832456240998,None,299.832456240998,None,left,1,0.7988627169979736,299.832456240998,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,awbxenems,belvem,left,3,,,,,,,,,,,,,1,6,86,50,,,,,,,,,,,,,,,,,,,,,,,,,None,302.7357282610028,None,,,,,,,301.1369860039995,None,301.1369860039995,None,left,1,1.5971635360037908,301.1369860039995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,blackboard,chalk,right,1,,,,,,,,,,,,,1,7,87,16,,,,,,,,,,,,,,,,,,,,,,,,,None,304.72438752300513,None,,,,,,,303.239143445011,None,303.239143445011,None,right,1,1.4836953939957311,303.239143445011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,fury,beginner,right,2,,,,,,,,,,,,,1,8,88,32,,,,,,,,,,,,,,,,,,,,,,,,,None,308.186469999011,None,,,,,,,305.2287031070009,None,305.2287031070009,None,right,1,2.956034650997026,305.2287031070009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,busy,bored,right,1,,,,,,,,,,,,,1,9,89,11,,,,,,,,,,,,,,,,,,,,,,,,,None,310.0137786710111,None,,,,,,,308.6901729700039,None,308.6901729700039,None,right,1,1.322066830995027,308.6901729700039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,buws,decide,left,4,,,,,,,,,,,,,1,10,90,73,,,,,,,,,,,,,,,,,,,,,,,,,None,311.1188681390049,None,,,,,,,310.5175261510012,None,310.5175261510012,None,right,0,0.599756843992509,310.5175261510012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,uneven,dival,left,5,,,,,,,,,,,,,1,11,91,55,,,,,,,,,,,,,,,,,,,,,,,,,None,315.1405015860073,None,,,,,,,311.62268512400624,None,311.62268512400624,None,right,0,3.516270441992674,311.62268512400624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,policeman,cop,right,1,,,,,,,,,,,,,1,12,92,18,,,,,,,,,,,,,,,,,,,,,,,,,None,316.34274398800335,None,,,,,,,315.64459012400766,None,315.64459012400766,None,right,1,0.6965776709985221,315.64459012400766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,suggeyf,biurd,left,3,,,,,,,,,,,,,1,13,93,48,,,,,,,,,,,,,,,,,,,,,,,,,None,317.83842864100006,None,,,,,,,316.8463607490121,None,316.8463607490121,None,left,1,0.9905232680030167,316.8463607490121,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,actress,actor,right,1,,,,,,,,,,,,,1,14,94,0,,,,,,,,,,,,,,,,,,,,,,,,,None,318.97172011699877,None,,,,,,,318.3423042049981,None,318.3423042049981,None,right,1,0.6278571580041898,318.3423042049981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,ltbster,lecter,left,3,,,,,,,,,,,,,1,15,95,41,,,,,,,,,,,,,,,,,,,,,,,,,None,320.56317592501,None,,,,,,,319.4750604180008,None,319.4750604180008,None,left,1,1.0865597329975571,319.4750604180008,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,disbelieve,believe,right,1,,,,,,,,,,,,,1,16,96,8,,,,,,,,,,,,,,,,,,,,,,,,,None,321.7675931510021,None,,,,,,,321.06652095000027,None,321.06652095000027,None,right,1,0.6993635469989385,321.06652095000027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,quantity,beautiful,right,2,,,,,,,,,,,,,1,17,97,30,,,,,,,,,,,,,,,,,,,,,,,,,None,323.0073714960017,None,,,,,,,322.2715973450104,None,322.2715973450104,None,right,1,0.7342245920008281,322.2715973450104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,mustache,beard,right,1,,,,,,,,,,,,,1,18,98,6,,,,,,,,,,,,,,,,,,,,,,,,,None,324.70127309000236,None,,,,,,,323.51082158200734,None,323.51082158200734,None,right,1,1.1889004809927428,323.51082158200734,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,aczreis,duty,left,4,,,,,,,,,,,,,1,19,99,67,,,,,,,,,,,,,,,,,,,,,,,,,None,325.9093442880112,None,,,,,,,325.2049181610055,None,325.2049181610055,None,right,0,0.702899943004013,325.2049181610055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,perform,average,right,2,,,,,,,,,,,,,1,20,100,23,,,,,,,,,,,,,,,,,,,,,,,,,None,327.2356945560023,None,,,,,,,326.41308462200686,None,326.41308462200686,None,right,1,0.8210448850004468,326.41308462200686,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,rug,carpet,right,1,,,,,,,,,,,,,1,21,101,15,,,,,,,,,,,,,,,,,,,,,,,,,None,328.7517271300021,None,,,,,,,327.7394338390004,None,327.7394338390004,None,right,1,1.0106810020079138,327.7394338390004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,actor,axe,right,2,,,,,,,,,,,,,1,22,102,24,,,,,,,,,,,,,,,,,,,,,,,,,None,329.97460775400396,None,,,,,,,329.2553753530083,None,329.2553753530083,None,right,1,0.7176592859905213,329.2553753530083,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,ocbohus,bitch,left,4,,,,,,,,,,,,,1,23,103,72,,,,,,,,,,,,,,,,,,,,,,,,,None,331.60399582500395,None,,,,,,,330.4786664560088,None,330.4786664560088,None,left,1,1.1237533620005706,330.4786664560088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,harmful,cownr,left,5,,,,,,,,,,,,,1,24,104,61,,,,,,,,,,,,,,,,,,,,,,,,,None,333.0452949980099,None,,,,,,,332.10830653400626,None,332.10830653400626,None,left,1,0.9354149769933429,332.10830653400626,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,magazine,book,right,1,,,,,,,,,,,,,1,25,105,10,,,,,,,,,,,,,,,,,,,,,,,,,None,334.2338548030093,None,,,,,,,333.54881736000243,None,333.54881736000243,None,right,1,0.6834455759963021,333.54881736000243,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,invent,ceok,left,5,,,,,,,,,,,,,1,26,106,53,,,,,,,,,,,,,,,,,,,,,,,,,None,336.28193411100074,None,,,,,,,334.7374099180015,None,334.7374099180015,None,left,1,1.5429481739993207,334.7374099180015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,data,beaufifsl,left,5,,,,,,,,,,,,,1,27,107,63,,,,,,,,,,,,,,,,,,,,,,,,,None,337.9285056920053,None,,,,,,,336.78578030801145,None,336.78578030801145,None,left,1,1.140892993993475,336.78578030801145,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,mug,beer,right,1,,,,,,,,,,,,,1,28,108,7,,,,,,,,,,,,,,,,,,,,,,,,,None,339.12954340899887,None,,,,,,,338.4326510610117,None,338.4326510610117,None,right,1,0.6953240509901661,338.4326510610117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,contract,bar,right,2,,,,,,,,,,,,,1,29,109,27,,,,,,,,,,,,,,,,,,,,,,,,,None,340.2995540700067,None,,,,,,,339.63311544600583,None,339.63311544600583,None,right,1,0.6646343299944419,339.63311544600583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,octopus,arms,right,1,,,,,,,,,,,,,1,30,110,4,,,,,,,,,,,,,,,,,,,,,,,,,None,341.46940830000676,None,,,,,,,340.80278838401136,None,340.80278838401136,None,right,1,0.6647826720000012,340.80278838401136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,lobster,crab,right,1,,,,,,,,,,,,,1,31,111,19,,,,,,,,,,,,,,,,,,,,,,,,,None,342.73122853500536,None,,,,,,,341.97333335901203,None,341.97333335901203,None,right,1,0.7562587989959866,341.97333335901203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,kitchen,cook,right,1,,,,,,,,,,,,,1,32,112,17,,,,,,,,,,,,,,,,,,,,,,,,,None,343.73523459699936,None,,,,,,,343.2352201330068,None,343.2352201330068,None,right,1,0.49843172400142066,343.2352201330068,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,capability,attic,right,2,,,,,,,,,,,,,1,33,113,22,,,,,,,,,,,,,,,,,,,,,,,,,None,344.88006052499986,None,,,,,,,344.23903169600817,None,344.23903169600817,None,right,1,0.6394254440092482,344.23903169600817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,cowtnet,freedom,left,4,,,,,,,,,,,,,1,34,114,69,,,,,,,,,,,,,,,,,,,,,,,,,None,345.85103844800324,None,,,,,,,345.38374672499776,None,345.38374672499776,None,right,0,0.4657287029986037,345.38374672499776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,mabapine,environment,left,4,,,,,,,,,,,,,1,35,115,77,,,,,,,,,,,,,,,,,,,,,,,,,None,347.46326638400205,None,,,,,,,346.3548162980005,None,346.3548162980005,None,left,1,1.1068773119914113,346.3548162980005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,disagreement,blanket,right,2,,,,,,,,,,,,,1,36,116,36,,,,,,,,,,,,,,,,,,,,,,,,,None,348.65089431300294,None,,,,,,,347.96678816400527,None,347.96678816400527,None,right,1,0.6824934530013707,347.96678816400527,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,perigrm,unswir,left,3,,,,,,,,,,,,,1,37,117,45,,,,,,,,,,,,,,,,,,,,,,,,,None,350.2875784630014,None,,,,,,,349.1544658690109,None,349.1544658690109,None,right,0,1.1315284410084132,349.1544658690109,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,busg,data,left,4,,,,,,,,,,,,,1,38,118,78,,,,,,,,,,,,,,,,,,,,,,,,,None,351.63086063900846,None,,,,,,,350.7917718450044,None,350.7917718450044,None,left,1,0.8375182430027053,350.7917718450044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,valuable,devil,right,2,,,,,,,,,,,,,1,39,119,20,,,,,,,,,,,,,,,,,,,,,,,,,None,354.66396822800743,None,,,,,,,352.13499712600606,None,352.13499712600606,None,right,1,2.527375449993997,352.13499712600606,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,cauliflower,broccoli,right,1,,,,,,,,,,,,,1,40,120,12,,,,,,,,,,,,,,,,,,,,,,,,,None,355.79722908900294,None,,,,,,,355.16794119001133,None,355.16794119001133,None,right,1,0.6274277090124087,355.16794119001133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,stpactin,fear,left,4,,,,,,,,,,,,,1,41,121,68,,,,,,,,,,,,,,,,,,,,,,,,,None,357.3087444679986,None,,,,,,,356.3030218260101,None,356.3030218260101,None,left,1,1.0041525489941705,356.3030218260101,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,adorable,bckpwck,left,5,,,,,,,,,,,,,1,42,122,59,,,,,,,,,,,,,,,,,,,,,,,,,None,358.544414916003,None,,,,,,,357.81258966200403,None,357.81258966200403,None,left,1,0.7301994840090629,357.81258966200403,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,bow,arrow,right,1,,,,,,,,,,,,,1,43,123,5,,,,,,,,,,,,,,,,,,,,,,,,,None,360.0652206780069,None,,,,,,,359.0484852160007,None,359.0484852160007,None,right,1,1.0151626029983163,359.0484852160007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,imhge,eyes,left,4,,,,,,,,,,,,,1,44,124,75,,,,,,,,,,,,,,,,,,,,,,,,,None,361.42975567000394,None,,,,,,,360.569084104005,None,360.569084104005,None,left,1,0.8590799210069235,360.569084104005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,caklqblower,fashion,left,4,,,,,,,,,,,,,1,45,125,79,,,,,,,,,,,,,,,,,,,,,,,,,None,362.9469024220016,None,,,,,,,361.93347807200917,None,361.93347807200917,None,left,1,1.0118307850061683,361.93347807200917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,adverb,backpack,right,2,,,,,,,,,,,,,1,46,126,25,,,,,,,,,,,,,,,,,,,,,,,,,None,364.59875716399984,None,,,,,,,363.4508379140025,None,363.4508379140025,None,right,1,1.1463475210039178,363.4508379140025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,cricket,blow,right,2,,,,,,,,,,,,,1,47,127,37,,,,,,,,,,,,,,,,,,,,,,,,,None,365.88301856700855,None,,,,,,,365.10233392901137,None,365.10233392901137,None,right,1,0.779065508992062,365.10233392901137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,mgstachi,forest,left,4,,,,,,,,,,,,,1,48,128,74,,,,,,,,,,,,,,,,,,,,,,,,,None,366.87556148599833,None,,,,,,,366.3870359650027,None,366.3870359650027,None,right,0,0.48694032699859235,366.3870359650027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,udvirb,prew,left,3,,,,,,,,,,,,,1,49,129,47,,,,,,,,,,,,,,,,,,,,,,,,,None,368.46233955900243,None,,,,,,,367.3790590889985,None,367.3790590889985,None,left,1,1.0817064409930026,367.3790590889985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,disown,atom,right,2,,,,,,,,,,,,,1,50,130,21,,,,,,,,,,,,,,,,,,,,,,,,,None,369.70337723899866,None,,,,,,,368.9664393590065,None,368.9664393590065,None,right,1,0.7353560519986786,368.9664393590065,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,awareness,base,right,2,,,,,,,,,,,,,1,51,131,28,,,,,,,,,,,,,,,,,,,,,,,,,None,371.1611874750088,None,,,,,,,370.20709721899766,None,370.20709721899766,None,right,1,0.9524819310026942,370.20709721899766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,subtraction,addition,right,1,,,,,,,,,,,,,1,52,132,1,,,,,,,,,,,,,,,,,,,,,,,,,None,372.5503262280108,None,,,,,,,371.6655181410024,None,371.6655181410024,None,right,1,0.8832319990033284,371.6655181410024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,adventure,bnat,left,5,,,,,,,,,,,,,1,53,133,62,,,,,,,,,,,,,,,,,,,,,,,,,None,374.3279448710091,None,,,,,,,373.05388074100483,None,373.05388074100483,None,left,1,1.2724855409906013,373.05388074100483,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,suggest,ballet,right,2,,,,,,,,,,,,,1,54,134,26,,,,,,,,,,,,,,,,,,,,,,,,,None,375.6493439240003,None,,,,,,,374.83232802500424,None,374.83232802500424,None,right,1,0.8154001959919697,374.83232802500424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,tumor,cancer,right,1,,,,,,,,,,,,,1,55,135,14,,,,,,,,,,,,,,,,,,,,,,,,,None,376.85428320401115,None,,,,,,,376.1529679140076,None,376.1529679140076,None,right,1,0.699730581996846,376.1529679140076,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,explanation,answer,right,1,,,,,,,,,,,,,1,56,136,3,,,,,,,,,,,,,,,,,,,,,,,,,None,377.91752620101033,None,,,,,,,377.3577041440003,None,377.3577041440003,None,right,1,0.5582506849896163,377.3577041440003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,riject,farm,left,4,,,,,,,,,,,,,1,57,137,66,,,,,,,,,,,,,,,,,,,,,,,,,None,379.5092356890091,None,,,,,,,378.4212029490009,None,378.4212029490009,None,left,1,1.0864361580024706,378.4212029490009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,seem,bitch,right,2,,,,,,,,,,,,,1,58,138,34,,,,,,,,,,,,,,,,,,,,,,,,,None,381.04619196400745,None,,,,,,,380.012641334004,None,380.012641334004,None,right,1,1.031938069005264,380.012641334004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,valuabzr,additkos,left,3,,,,,,,,,,,,,1,59,139,42,,,,,,,,,,,,,,,,,,,,,,,,,None,382.3696992250043,None,,,,,,,381.549661543002,None,381.549661543002,None,left,1,0.8184629759925883,381.549661543002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,region,blame,right,2,,,,,,,,,,,,,1,60,140,35,,,,,,,,,,,,,,,,,,,,,,,,,None,383.62324837900815,None,,,,,,,382.8737152280082,None,382.8737152280082,None,right,1,0.7479603690007934,382.8737152280082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,antidote,averake,left,5,,,,,,,,,,,,,1,61,141,58,,,,,,,,,,,,,,,,,,,,,,,,,None,387.2141302009986,None,,,,,,,384.12727888301015,None,384.12727888301015,None,left,1,3.085209295997629,384.12727888301015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,tricycle,bicycle,right,1,,,,,,,,,,,,,1,62,142,9,,,,,,,,,,,,,,,,,,,,,,,,,None,388.66480338601104,None,,,,,,,387.718137636999,None,387.718137636999,None,right,1,0.9451040949934395,387.718137636999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,mute,bygknner,left,5,,,,,,,,,,,,,1,63,143,65,,,,,,,,,,,,,,,,,,,,,,,,,None,391.09316021400446,None,,,,,,,389.16890895500546,None,389.16890895500546,None,left,1,1.9226785709906835,389.16890895500546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
,,,,poldcemps,uccipt,left,3,,,,,,,,,,,,,1,64,144,40,,,,,,,,,,,,,,,,,,,,,,,,,None,392.9974622060108,None,,,,,,,391.59669073500845,None,391.59669073500845,None,left,1,1.3988895140064415,391.59669073500845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,M,2021_Apr_09_1755,ldt_en_hi,2021.1.3,1021.5750509267291,
