w_word1,w_word2,w_corrAns,w_category,word1,word2,corrAns,category,w_hword1,w_hword2,w_hcorrAns,w_hcategory,hword1,hword2,hcorrAns,hcategory,enwarmuptrials.thisRepN,enwarmuptrials.thisTrialN,enwarmuptrials.thisN,enwarmuptrials.thisIndex,en_trials.thisRepN,en_trials.thisTrialN,en_trials.thisN,en_trials.thisIndex,hiwarmuptrials.thisRepN,hiwarmuptrials.thisTrialN,hiwarmuptrials.thisN,hiwarmuptrials.thisIndex,hi_trials.thisRepN,hi_trials.thisTrialN,hi_trials.thisN,hi_trials.thisIndex,eninstrstim.started,eninstrstim.stopped,enkbinstr.keys,enkbinstr.corr,enkbinstr.rt,enkbinstr.started,enkbinstr.stopped,enwarmupw1.started,enwarmupw1.stopped,enwarmupw2.started,enwarmupw2.stopped,enwarmupkb.keys,enwarmupkb.corr,enwarmupkb.rt,enwarmupkb.started,enwarmupkb.stopped,restresp.keys,restresp.started,restresp.stopped,startexpprompt.started,startexpprompt.stopped,startexpkbresp.keys,startexpkbresp.rt,startexpkbresp.started,startexpkbresp.stopped,entrialw1.started,entrialw1.stopped,entrialw2.started,entrialw2.stopped,enkbresp.keys,enkbresp.corr,enkbresp.rt,enkbresp.started,enkbresp.stopped,hiinstrstim.started,hiinstrstim.stopped,hikbinstr.keys,hikbinstr.corr,hikbinstr.rt,hikbinstr.started,hikbinstr.stopped,hiwarmupw1.started,hiwarmupw1.stopped,hiwarmupw2.started,hiwarmupw2.stopped,hiwarmupkb.keys,hiwarmupkb.corr,hiwarmupkb.rt,hiwarmupkb.started,hiwarmupkb.stopped,hitrialw1.started,hitrialw1.stopped,hitrialw2.started,hitrialw2.stopped,hikbresp.keys,hikbresp.corr,hikbresp.rt,hikbresp.started,hikbresp.stopped,hiskill.text,hiskill.started,hiskill.stopped,hirespskill.keys,hirespskill.rt,hirespskill.started,hirespskill.stopped,enskill_2.text,enskill_2.started,enskill_2.stopped,enrespskill_2.keys,enrespskill_2.rt,enrespskill_2.started,enrespskill_2.stopped,thankstext.started,thankstext.stopped,participant,age,gender,date,expName,psychopyVersion,frameRate,
,,,,blackboard,chalk,right,1,,,,,,,,,,,,,1,22,102,16,,,,,,,,,,,,,,,,,,,,,,,,,None,220.19884230000025,None,,,,,,,219.47135818800598,None,219.47135818800598,None,right,1,0.7259006220119772,219.47135818800598,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,valuable,devil,right,2,,,,,,,,,,,,,1,23,103,20,,,,,,,,,,,,,,,,,,,,,,,,,None,222.29227772900776,None,,,,,,,220.70333715100423,None,220.70333715100423,None,right,1,1.5872964110021712,220.70333715100423,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,awareness,base,right,2,,,,,,,,,,,,,1,24,104,28,,,,,,,,,,,,,,,,,,,,,,,,,None,223.75072239000292,None,,,,,,,222.7966329960036,None,222.7966329960036,None,right,1,0.9524872670008335,222.7966329960036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,inquire,blush,right,2,,,,,,,,,,,,,1,25,105,39,,,,,,,,,,,,,,,,,,,,,,,,,None,225.80044087000715,None,,,,,,,224.25477710600535,None,224.25477710600535,None,right,1,1.5440822410018882,224.25477710600535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,poldcemps,uccipt,left,3,,,,,,,,,,,,,1,26,106,40,,,,,,,,,,,,,,,,,,,,,,,,,None,227.04484160299762,None,,,,,,,226.30437147800694,None,226.30437147800694,None,left,1,0.7388343789934879,226.30437147800694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,perigrm,unswir,left,3,,,,,,,,,,,,,1,27,107,45,,,,,,,,,,,,,,,,,,,,,,,,,None,228.26326520899602,None,,,,,,,227.54919681300817,None,227.54919681300817,None,left,1,0.7124139869993087,227.54919681300817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,saucer,uttac,left,5,,,,,,,,,,,,,1,28,108,57,,,,,,,,,,,,,,,,,,,,,,,,,None,229.34275665599853,None,,,,,,,228.76728348599863,None,228.76728348599863,None,left,1,0.5738559249875834,228.76728348599863,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,disbelieve,believe,right,1,,,,,,,,,,,,,1,29,109,8,,,,,,,,,,,,,,,,,,,,,,,,,None,230.72786029000417,None,,,,,,,229.84713560600358,None,229.84713560600358,None,right,1,0.8791064079996431,229.84713560600358,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,contract,bar,right,2,,,,,,,,,,,,,1,30,110,27,,,,,,,,,,,,,,,,,,,,,,,,,None,232.15243555200868,None,,,,,,,231.23176177599817,None,231.23176177599817,None,right,1,0.9190507150051417,231.23176177599817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,adorable,bckpwck,left,5,,,,,,,,,,,,,1,31,111,59,,,,,,,,,,,,,,,,,,,,,,,,,None,233.42952545700246,None,,,,,,,232.65688706800574,None,232.65688706800574,None,left,1,0.7709444670035737,232.65688706800574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,disallow,beat,right,2,,,,,,,,,,,,,1,32,112,29,,,,,,,,,,,,,,,,,,,,,,,,,None,234.66490134400374,None,,,,,,,233.93348710800637,None,233.93348710800637,None,right,1,0.729802354995627,233.93348710800637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,ash,blue,right,2,,,,,,,,,,,,,1,33,113,38,,,,,,,,,,,,,,,,,,,,,,,,,None,236.04317894300038,None,,,,,,,235.169251120009,None,235.169251120009,None,right,1,0.8722852270002477,235.169251120009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,seem,bitch,right,2,,,,,,,,,,,,,1,34,114,34,,,,,,,,,,,,,,,,,,,,,,,,,None,237.43092247900495,None,,,,,,,236.54770160200133,None,236.54770160200133,None,right,1,0.881587023002794,236.54770160200133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,busg,data,left,4,,,,,,,,,,,,,1,35,115,78,,,,,,,,,,,,,,,,,,,,,,,,,None,238.86661012300465,None,,,,,,,237.93500580999535,None,237.93500580999535,None,left,1,0.9299653029884212,237.93500580999535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,cricket,blow,right,2,,,,,,,,,,,,,1,36,116,37,,,,,,,,,,,,,,,,,,,,,,,,,None,240.34393265499966,None,,,,,,,239.3703898570093,None,239.3703898570093,None,right,1,0.9718916349956999,239.3703898570093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,entertain,begin,right,2,,,,,,,,,,,,,1,37,117,31,,,,,,,,,,,,,,,,,,,,,,,,,None,241.89770953900006,None,,,,,,,240.8481412280089,None,240.8481412280089,None,right,1,1.0479394069989212,240.8481412280089,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,subtraction,addition,right,1,,,,,,,,,,,,,1,38,118,1,,,,,,,,,,,,,,,,,,,,,,,,,None,245.39083265500085,None,,,,,,,242.4019187570084,None,242.4019187570084,None,right,1,2.9872377720021177,242.4019187570084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,actor,axe,right,2,,,,,,,,,,,,,1,39,119,24,,,,,,,,,,,,,,,,,,,,,,,,,None,246.720165368999,None,,,,,,,245.89487943700806,None,245.89487943700806,None,right,1,0.8236418110027444,245.89487943700806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,invent,ceok,left,5,,,,,,,,,,,,,1,40,120,53,,,,,,,,,,,,,,,,,,,,,,,,,None,247.8791055150068,None,,,,,,,247.22415495000314,None,247.22415495000314,None,left,1,0.6530875010066666,247.22415495000314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,disbhvmeve,destroy,left,4,,,,,,,,,,,,,1,41,121,76,,,,,,,,,,,,,,,,,,,,,,,,,None,249.60435476900602,None,,,,,,,248.38315209999564,None,248.38315209999564,None,left,1,1.2195535639912123,248.38315209999564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,dasewn,ufraca,left,3,,,,,,,,,,,,,1,42,122,43,,,,,,,,,,,,,,,,,,,,,,,,,None,250.76608045000467,None,,,,,,,250.10874579599476,None,250.10874579599476,None,left,1,0.6557002860063221,250.10874579599476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,quantity,beautiful,right,2,,,,,,,,,,,,,1,43,123,30,,,,,,,,,,,,,,,,,,,,,,,,,None,252.37100074399495,None,,,,,,,251.2700715210085,None,251.2700715210085,None,right,1,1.0992969750077464,251.2700715210085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,perform,average,right,2,,,,,,,,,,,,,1,44,124,23,,,,,,,,,,,,,,,,,,,,,,,,,None,254.48522886399587,None,,,,,,,252.87507780900341,None,252.87507780900341,None,right,1,1.608506140008103,252.87507780900341,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,inventor,leab,left,5,,,,,,,,,,,,,1,45,125,54,,,,,,,,,,,,,,,,,,,,,,,,,None,256.02392959900317,None,,,,,,,254.9893898750015,None,254.9893898750015,None,right,0,1.0329185809969204,254.9893898750015,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,aczreis,duty,left,4,,,,,,,,,,,,,1,46,126,67,,,,,,,,,,,,,,,,,,,,,,,,,None,257.4961294960085,None,,,,,,,256.52768418900087,None,256.52768418900087,None,left,1,0.9665493270003935,256.52768418900087,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,cauliflower,broccoli,right,1,,,,,,,,,,,,,1,47,127,12,,,,,,,,,,,,,,,,,,,,,,,,,None,258.8465794049989,None,,,,,,,257.99987570400117,None,257.99987570400117,None,right,1,0.845077809994109,257.99987570400117,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,buws,decide,left,4,,,,,,,,,,,,,1,48,128,73,,,,,,,,,,,,,,,,,,,,,,,,,None,260.5450786940055,None,,,,,,,259.3507234540011,None,259.3507234540011,None,left,1,1.192724153996096,259.3507234540011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,ocbohus,bitch,left,4,,,,,,,,,,,,,1,49,129,72,,,,,,,,,,,,,,,,,,,,,,,,,None,262.2033745240042,None,,,,,,,261.0490444409952,None,261.0490444409952,None,left,1,1.152693862997694,261.0490444409952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,magazine,book,right,1,,,,,,,,,,,,,1,50,130,10,,,,,,,,,,,,,,,,,,,,,,,,,None,263.3782413459994,None,,,,,,,262.7073049800092,None,262.7073049800092,None,right,1,0.6693027750006877,262.7073049800092,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,rug,carpet,right,1,,,,,,,,,,,,,1,51,131,15,,,,,,,,,,,,,,,,,,,,,,,,,None,265.1243202260084,None,,,,,,,263.8823828780005,None,263.8823828780005,None,right,1,1.240305569008342,263.8823828780005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,snuggle,atnton,left,5,,,,,,,,,,,,,1,52,132,56,,,,,,,,,,,,,,,,,,,,,,,,,None,266.1989100119972,None,,,,,,,265.6284703919955,None,265.6284703919955,None,left,1,0.5688440910016652,265.6284703919955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,disagreement,blanket,right,2,,,,,,,,,,,,,1,53,133,36,,,,,,,,,,,,,,,,,,,,,,,,,None,267.63395836000564,None,,,,,,,266.7032165950077,None,266.7032165950077,None,right,1,0.9291050110041397,266.7032165950077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,frugtry,cheat,left,4,,,,,,,,,,,,,1,54,134,70,,,,,,,,,,,,,,,,,,,,,,,,,None,269.69596488800016,None,,,,,,,268.13808347699523,None,268.13808347699523,None,left,1,1.5562485959962942,268.13808347699523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,exdlavstion,cloth,left,4,,,,,,,,,,,,,1,55,135,71,,,,,,,,,,,,,,,,,,,,,,,,,None,271.2339943160041,None,,,,,,,270.2004085869994,None,270.2004085869994,None,left,1,1.0319517719908617,270.2004085869994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,mustache,beard,right,1,,,,,,,,,,,,,1,56,136,6,,,,,,,,,,,,,,,,,,,,,,,,,None,272.5170281930041,None,,,,,,,271.7380847690074,None,271.7380847690074,None,right,1,0.7773113849980291,271.7380847690074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,udvirb,prew,left,3,,,,,,,,,,,,,1,57,137,47,,,,,,,,,,,,,,,,,,,,,,,,,None,273.8331608120061,None,,,,,,,273.02116532500077,None,273.02116532500077,None,left,1,0.8103633889986668,273.02116532500077,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,sister,brother,right,1,,,,,,,,,,,,,1,58,138,13,,,,,,,,,,,,,,,,,,,,,,,,,None,274.9693000279949,None,,,,,,,274.33696038700873,None,274.33696038700873,None,right,1,0.6307666009961395,274.33696038700873,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,suggest,ballet,right,2,,,,,,,,,,,,,1,59,139,26,,,,,,,,,,,,,,,,,,,,,,,,,None,276.2665272150043,None,,,,,,,275.47619901399594,None,275.47619901399594,None,right,1,0.7884353619883768,275.47619901399594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,caklqblower,fashion,left,4,,,,,,,,,,,,,1,60,140,79,,,,,,,,,,,,,,,,,,,,,,,,,None,277.72810442899936,None,,,,,,,276.7704074020003,None,276.7704074020003,None,left,1,0.956074012996396,276.7704074020003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,mgstachi,forest,left,4,,,,,,,,,,,,,1,61,141,74,,,,,,,,,,,,,,,,,,,,,,,,,None,279.3592433580052,None,,,,,,,278.2321383570088,None,278.2321383570088,None,left,1,1.1254738679999718,278.2321383570088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,explanation,answer,right,1,,,,,,,,,,,,,1,62,142,3,,,,,,,,,,,,,,,,,,,,,,,,,None,280.50594231599825,None,,,,,,,279.8636111310043,None,279.8636111310043,None,right,1,0.6406929410004523,279.8636111310043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,ballet,fgor,left,5,,,,,,,,,,,,,1,63,143,60,,,,,,,,,,,,,,,,,,,,,,,,,None,281.6204406629986,None,,,,,,,281.010233494002,None,281.010233494002,None,left,1,0.6085668870073278,281.010233494002,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,mug,beer,right,1,,,,,,,,,,,,,1,64,144,7,,,,,,,,,,,,,,,,,,,,,,,,,None,282.7181569490058,None,,,,,,,282.1248646489985,None,282.1248646489985,None,right,1,0.5916570150002372,282.1248646489985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,tricycle,bicycle,right,1,,,,,,,,,,,,,1,65,145,9,,,,,,,,,,,,,,,,,,,,,,,,,None,283.87948329700157,None,,,,,,,283.222035711995,None,283.222035711995,None,right,1,0.6558182260050671,283.222035711995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,suggeyf,biurd,left,3,,,,,,,,,,,,,1,66,146,48,,,,,,,,,,,,,,,,,,,,,,,,,None,285.52677032399515,None,,,,,,,284.3835256409948,None,284.3835256409948,None,left,1,1.1416211390023818,284.3835256409948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,awbxenems,belvem,left,3,,,,,,,,,,,,,1,67,147,50,,,,,,,,,,,,,,,,,,,,,,,,,None,286.8046455520089,None,,,,,,,286.0310126240074,None,286.0310126240074,None,left,1,0.7719939689995954,286.0310126240074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,displfow,pcycce,left,3,,,,,,,,,,,,,1,68,148,51,,,,,,,,,,,,,,,,,,,,,,,,,None,287.85106890500174,None,,,,,,,287.30894517600245,None,287.30894517600245,None,left,1,0.5404899370041676,287.30894517600245,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,tumor,cancer,right,1,,,,,,,,,,,,,1,69,149,14,,,,,,,,,,,,,,,,,,,,,,,,,None,288.9788317210041,None,,,,,,,288.35540117100754,None,288.35540117100754,None,right,1,0.6217924899974605,288.35540117100754,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,corpse,bigan,left,5,,,,,,,,,,,,,1,70,150,64,,,,,,,,,,,,,,,,,,,,,,,,,None,290.1248269180069,None,,,,,,,289.4828784160054,None,289.4828784160054,None,left,1,0.6403249540016986,289.4828784160054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,adverb,backpack,right,2,,,,,,,,,,,,,1,71,151,25,,,,,,,,,,,,,,,,,,,,,,,,,None,292.0693933500006,None,,,,,,,290.6292844730051,None,290.6292844730051,None,right,1,1.4382362580072368,290.6292844730051,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,adventure,bnat,left,5,,,,,,,,,,,,,1,72,152,62,,,,,,,,,,,,,,,,,,,,,,,,,None,294.250318602004,None,,,,,,,292.57371139200404,None,292.57371139200404,None,left,1,1.6749528019863646,292.57371139200404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,busy,bored,right,1,,,,,,,,,,,,,1,73,153,11,,,,,,,,,,,,,,,,,,,,,,,,,None,296.00629523700627,None,,,,,,,294.754028794996,None,294.754028794996,None,right,1,1.2503880300064338,294.754028794996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,valuabzr,additkos,left,3,,,,,,,,,,,,,1,74,154,42,,,,,,,,,,,,,,,,,,,,,,,,,None,297.54104263399495,None,,,,,,,296.5103966260067,None,296.5103966260067,None,left,1,1.0290082320134388,296.5103966260067,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,cowtnet,freedom,left,4,,,,,,,,,,,,,1,75,155,69,,,,,,,,,,,,,,,,,,,,,,,,,None,299.1179221259954,None,,,,,,,298.0454381190066,None,298.0454381190066,None,left,1,1.0708522979984991,298.0454381190066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,fury,beginner,right,2,,,,,,,,,,,,,1,76,156,32,,,,,,,,,,,,,,,,,,,,,,,,,None,300.39083464800206,None,,,,,,,299.62178047699854,None,299.62178047699854,None,left,0,0.7674073319940362,299.62178047699854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,anteater,belt,right,2,,,,,,,,,,,,,1,77,157,33,,,,,,,,,,,,,,,,,,,,,,,,,None,302.0003027479979,None,,,,,,,300.89503782600514,None,300.89503782600514,None,left,0,1.10361231501156,300.89503782600514,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,riject,farm,left,4,,,,,,,,,,,,,1,78,158,66,,,,,,,,,,,,,,,,,,,,,,,,,None,303.9850963589997,None,,,,,,,302.50432768600876,None,302.50432768600876,None,left,1,1.4791362200048752,302.50432768600876,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,capability,attic,right,2,,,,,,,,,,,,,1,79,159,22,,,,,,,,,,,,,,,,,,,,,,,,,None,305.55800658199587,None,,,,,,,304.48937755099905,None,304.48937755099905,None,left,0,1.0669904980022693,304.48937755099905,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0593694919953,None,right,0,3.757611923996592,306.0593694919953,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,,,,,मेंढक,deaf,right,7,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,None,311.7700334280089,None,,,,,,,,,,,,,,,,,,,,,,,309.87192503800907,None,309.87192503800907,None,right,1,1.8960379939962877,309.87192503800907,None,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,,,,,नेता,follower,right,6,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,None,313.5133793980058,None,,,,,,,,,,,,,,,,,,,,,,,312.30223302100785,None,312.30223302100785,None,right,1,1.2095241630013334,312.30223302100785,None,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,,,,,नता,babi,left,8,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,None,315.025679562008,None,,,,,,,,,,,,,,,,,,,,,,,314.01703186900704,None,314.01703186900704,None,left,1,1.0070136709982762,314.01703186900704,None,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
,,,,,,,,भेंस,imhge,left,10,,,,,,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,None,316.6760211070068,None,,,,,,,,,,,,,,,,,,,,,,,315.5569560290023,None,315.5569560290023,None,left,1,1.1174364919861546,315.5569560290023,None,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,m,2021_Apr_09_1744,ldt_en_hi,2021.1.3,1308.2813157965136,
